0.00000000000000000000000000000000e+000 7.99999999999999933386618522490608e-001
1.00401606425702816238754166988656e+000 7.99999999999999933386618522490608e-001
2.00803212851405632477508333977312e+000 7.99999999999999933386618522490608e-001
3.01204819277108448716262500965968e+000 7.99999999999983169018946682626847e-001
4.01606425702811264955016667954624e+000 7.99999999999950528462022703024559e-001
5.02008032128514081193770834943280e+000 7.99999999999325139832251352345338e-001
6.02409638554216897432525001931936e+000 7.99999999892208268903459611465223e-001
7.02811244979919713671279168920591e+000 7.99999993981996615488583302067127e-001
8.03212851405622529910033335909247e+000 7.99999852536197875174650562257739e-001
9.03614457831325346148787502897903e+000 7.99998069120368415774180448352126e-001
1.00401606425702816238754166988656e+001 7.99984726137836554826776591653470e-001
1.10441767068273097862629583687522e+001 7.99920373182377519860608572344063e-001
1.20481927710843379486505000386387e+001 7.99704079085644892188611265737563e-001
1.30522088353413661110380417085253e+001 7.99167883990243521630247869325103e-001
1.40562248995983942734255833784118e+001 7.98278647278776065654426474793581e-001
1.50602409638554224358131250482984e+001 7.97055239650966806941312370327068e-001
1.60642570281124505982006667181849e+001 7.95558146698987833644878264749423e-001
1.70682730923694805369450477883220e+001 7.93914125294445272018606374331284e-001
1.80722891566265069229757500579581e+001 7.92168152528841984505447726405691e-001
1.90763052208835333090064523275942e+001 7.90248838305091183542572252918035e-001
2.00803212851405632477508333977312e+001 7.88029333963485401071125124872196e-001
2.10843373493975931864952144678682e+001 7.85497435158423407131067506270483e-001
2.20883534136546195725259167375043e+001 7.82623785564503404721392598730745e-001
2.30923694779116459585566190071404e+001 7.79396529372734736540451194741763e-001
2.40963855421686758973010000772774e+001 7.75872079060263564187494012003299e-001
2.51004016064257058360453811474144e+001 7.72137442145735986009924545214744e-001
2.61044176706827322220760834170505e+001 7.68255214743318259884574672469171e-001
2.71084337349397586081067856866866e+001 7.64315515087921948378379966015927e-001
2.81124497991967885468511667568237e+001 7.60388398775882823343863492482342e-001
2.91164658634538184855955478269607e+001 7.56514886378744089157066810003016e-001
3.01204819277108448716262500965968e+001 7.52708692919834776446919022419024e-001
3.11244979919678712576569523662329e+001 7.48958113408472736516330314771039e-001
3.21285140562249011964013334363699e+001 7.45222248482364180155457233922789e-001
3.31325301204819311351457145065069e+001 7.41430735394117634839972197369207e-001
3.41365461847389610738900955766439e+001 7.37567459925588808644647542678285e-001
3.51405622489959839072071190457791e+001 7.33664144644236349002142105746316e-001
3.61445783132530138459515001159161e+001 7.29754387414132010825085217220476e-001
3.71485943775100437846958811860532e+001 7.25853635902743543617532395728631e-001
3.81526104417670666180129046551883e+001 7.21946404681054421104136054054834e-001
3.91566265060240965567572857253253e+001 7.17988106720483854061853890016209e-001
4.01606425702811264955016667954624e+001 7.13974949936916791770613599510398e-001
4.11646586345381564342460478655994e+001 7.09933237538227901453069534909446e-001
4.21686746987951863729904289357364e+001 7.05894434426713401897757194092264e-001
4.31726907630522092063074524048716e+001 7.01884142633784291476217731542420e-001
4.41767068273092391450518334750086e+001 6.97918439507937415910987510869745e-001
4.51807228915662690837962145451456e+001 6.94005255189514724811772339307936e-001
4.61847389558232919171132380142808e+001 6.90147179452993531079130207217531e-001
4.71887550200803218558576190844178e+001 6.86343884515744351304533665825147e-001
4.81927710843373517946020001545548e+001 6.82593704092516739834195504954550e-001
4.91967871485943817333463812246919e+001 6.78894499122522088185860411613248e-001
5.02008032128514116720907622948289e+001 6.75244070084176861712421668926254e-001
5.12048192771084345054077857639641e+001 6.71640326526952380348234328266699e-001
5.22088353413654644441521668341011e+001 6.68081344850191882756007544230670e-001
5.32128514056224943828965479042381e+001 6.64565384612914478168477216968313e-001
5.42168674698795172162135713733733e+001 6.61090896628123370071250519686146e-001
5.52208835341365471549579524435103e+001 6.57656531499533403284374344366370e-001
5.62248995983935770937023335136473e+001 6.54261114468914328767823462840170e-001
5.72289156626506070324467145837843e+001 6.50903378517029618244293942552758e-001
5.82329317269076369711910956539214e+001 6.47580479224762028955808546015760e-001
5.92369477911646598045081191230565e+001 6.44281159605409214918836369179189e-001
6.02409638554216897432525001931936e+001 6.40957728344917598839458605652908e-001
6.12449799196787196819968812633306e+001 6.37424430648681594746562950604130e-001
6.22489959839357425153139047324657e+001 6.33069757987369197138605159125291e-001
6.32530120481927724540582858026028e+001 6.26046058486437240198085873998934e-001
6.42570281124498023928026668727398e+001 5.95162704794436447919281363283517e-001
6.52610441767068323315470479428768e+001 4.93565916830929540815020573063521e-001
6.62650602409638622702914290130138e+001 4.84581130126847392514122248030617e-001
6.72690763052208922090358100831509e+001 4.82409385095284304334484204446198e-001
6.82730923694779221477801911532879e+001 4.80257808949969611234109834185801e-001
6.92771084337349378756698570214212e+001 4.78125331481547788392560960346600e-001
7.02811244979919678144142380915582e+001 4.76007475956103875969205319051980e-001
7.12851405622489977531586191616952e+001 4.73884930687633820767246106697712e-001
7.22891566265060276919030002318323e+001 4.71680906601832095059734228925663e-001
7.32931726907630576306473813019693e+001 4.69122486095931823246729663878796e-001
7.42971887550200875693917623721063e+001 4.65421865601000628309691364847822e-001
7.53012048192771175081361434422433e+001 4.57579297834394438382332737091929e-001
7.63052208835341332360258093103766e+001 4.00170405892546043880031447770307e-001
7.73092369477911631747701903805137e+001 3.24163003316870979020336562825833e-001
7.83132530120481931135145714506507e+001 3.22194620503770789987640910112532e-001
7.93172690763052230522589525207877e+001 3.20973017258137760521208292630035e-001
8.03212851405622529910033335909247e+001 3.19761043779224152228124467001180e-001
8.13253012048192829297477146610618e+001 3.18558425950533741222159278549952e-001
8.23293172690763128684920957311988e+001 3.17364896000074225845821729308227e-001
8.33333333333333428072364768013358e+001 3.16180192342356947143855450121919e-001
8.43373493975903727459808578714728e+001 3.15004059461456653590261112185544e-001
8.53413654618473884738705237396061e+001 3.13836247842734672452991162572289e-001
8.63453815261044184126149048097432e+001 3.12676513963320523714628507150337e-001
8.73493975903614483513592858798802e+001 3.11524620354862058491107745794579e-001
8.83534136546184782901036669500172e+001 3.10380335756454128759429522688151e-001
8.93574297188755082288480480201542e+001 3.09243435381613474000062069535488e-001
9.03614457831325381675924290902913e+001 3.08113701331021005991317451844225e-001
9.13654618473895681063368101604283e+001 3.06990923193245668354478539185948e-001
9.23694779116465838342264760285616e+001 3.05874898889519186706564823907684e-001
9.33734939759036137729708570986986e+001 3.04765435836507392330929633317282e-001
9.43775100401606437117152381688356e+001 3.03662352522855727432471439897199e-001
9.53815261044176736504596192389727e+001 3.02565480617744742009023184436955e-001
9.63855421686747035892040003091097e+001 3.01474667734487389303410509455716e-001
9.73895582329317335279483813792467e+001 3.00389780877958367799607231063419e-001
9.83935742971887634666927624493837e+001 2.99310710058596329830038484942634e-001
9.93975903614457934054371435195208e+001 2.98237369049157152733897646612604e-001
1.00401606425702823344181524589658e+002 2.97169679513834494866131308299373e-001
1.01405622489959839072071190457791e+002 2.96107480626672414647515552132973e-001
1.02409638554216869010815571527928e+002 2.95050133009113646487264759343816e-001
1.03413654618473898949559952598065e+002 2.93994938823807561156797873991309e-001
1.04417670682730928888304333668202e+002 2.92931227808299943227154926717049e-001
1.05421686746987958827048714738339e+002 2.91819627496807454392069303139579e-001
1.06425702811244988765793095808476e+002 2.90526035657517500698787671353784e-001
1.07429718875502018704537476878613e+002 2.88652970048386192658540494448971e-001
1.08433734939759034432427142746747e+002 2.85123421668311005650053857607418e-001
1.09437751004016064371171523816884e+002 2.72700668865385131844902844022727e-001
1.10441767068273094309915904887021e+002 1.83016508463149207841524912510067e-001
1.11445783132530124248660285957158e+002 1.47562250540412415178437299800862e-001
1.12449799196787154187404667027295e+002 1.47076263241514959556610619983985e-001
1.13453815261044184126149048097432e+002 1.46594899012786050729317821605946e-001
1.14457831325301214064893429167569e+002 1.46115455074013189662451850381331e-001
1.15461847389558244003637810237706e+002 1.45637895731426686429799133293272e-001
1.16465863453815273942382191307843e+002 1.45162194760517615499395560618723e-001
1.17469879518072289670271857175976e+002 1.44688336931198646695406750950497e-001
1.18473895582329319609016238246113e+002 1.44216318182325026198142836619809e-001
1.19477911646586349547760619316250e+002 1.43746139324503530154686359310290e-001
1.20481927710843379486505000386387e+002 1.43277773099167726744695983143174e-001
1.21485943775100409425249381456524e+002 1.42811026745101404822335666722211e-001
1.22489959839357439363993762526661e+002 1.42345008796150918062295431809616e-001
1.23493975903614469302738143596798e+002 1.41876154203090881766868847080332e-001
1.24497991967871485030627809464931e+002 1.41391246955775873317406876594760e-001
1.25502008032128514969372190535069e+002 1.40844218253947162100558898600866e-001
1.26506024096385544908116571605206e+002 1.40086467902194894419309889599390e-001
1.27510040160642574846860952675343e+002 1.38705188952557373349705471810012e-001
1.28514056224899604785605333745480e+002 1.35537090431572998516784878120234e-001
1.29518072289156634724349714815617e+002 1.21321084139102183807601420539868e-001
1.30522088353413664663094095885754e+002 2.85997153615773526402765725151767e-002
1.31526104417670694601838476955891e+002 1.90848366807706551112180167091570e-007
1.32530120481927724540582858026028e+002 0.00000000000000000000000000000000e+000
1.33534136546184754479327239096165e+002 0.00000000000000000000000000000000e+000
1.34538152610441784418071620166302e+002 0.00000000000000000000000000000000e+000
1.35542168674698814356816001236439e+002 0.00000000000000000000000000000000e+000
1.36546184738955844295560382306576e+002 0.00000000000000000000000000000000e+000
1.37550200803212845812595332972705e+002 0.00000000000000000000000000000000e+000
1.38554216867469875751339714042842e+002 0.00000000000000000000000000000000e+000
1.39558232931726905690084095112979e+002 0.00000000000000000000000000000000e+000
1.40562248995983935628828476183116e+002 0.00000000000000000000000000000000e+000
1.41566265060240965567572857253253e+002 0.00000000000000000000000000000000e+000
1.42570281124497995506317238323390e+002 0.00000000000000000000000000000000e+000
1.43574297188755025445061619393528e+002 0.00000000000000000000000000000000e+000
1.44578313253012055383806000463665e+002 0.00000000000000000000000000000000e+000
1.45582329317269085322550381533802e+002 0.00000000000000000000000000000000e+000
1.46586345381526115261294762603939e+002 0.00000000000000000000000000000000e+000
1.47590361445783145200039143674076e+002 0.00000000000000000000000000000000e+000
1.48594377510040175138783524744213e+002 0.00000000000000000000000000000000e+000
