1.000000000000000222e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.653289846487294046e-01 1.714582596806396353e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.741882788804880344e-01 -3.368113374280512939e+00 2.164065157623693558e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.742079073444317561e-01 3.759583423015954384e+00 -6.740225769644374587e+00 2.377578190846952211e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.938331378072953859e-01 -2.191853318624999325e+00 1.166554567871848036e+01 -1.033449405001800336e+01 2.420652118537070852e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.880604399469508303e-01 -9.303610797101474761e-01 -1.342401504056708639e+01 2.476601875633730643e+01 -1.371653627200208625e+01 2.351298412321324971e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.903548895802813501e-01 4.564778208349677513e+00 8.321154409123398210e+00 -4.165785716929557481e+01 4.353022529278270980e+01 -1.722974116542172140e+01 2.320284979491989752e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.586870484566353656e-01 -6.871089545100600660e+00 5.567190219616129809e+00 4.791874562282524863e+01 -9.634371900688589108e+01 6.894934682305786566e+01 -2.122753092346517789e+01 2.370664063986012593e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.688318193842028192e-01 5.950283627054716362e+00 -2.429429990859488697e+01 -2.435815624359126730e+01 1.525989576049497884e+02 -1.888381577445432526e+02 1.025506634769680829e+02 -2.595332851919978623e+01 2.494457107841618004e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.698327679866997286e-01 -1.591641602584037418e+00 3.748863184153871231e+01 -3.714077556488702214e+01 -1.598471641456010843e+02 3.782621974557817452e+02 -3.340848611021489205e+02 1.456204882689265787e+02 -3.128874081469384549e+01 2.644198797209725171e+00 0.000000000000000000e+00
8.330336093471714110e-01 -4.618799470422976228e+00 -3.345018970143934922e+01 1.214845393045825972e+02 4.500811938655775890e+01 -5.506900726573067004e+02 8.086733385915437111e+02 -5.548335210466606213e+02 2.023062418617369360e+02 -3.786447387523276120e+01 2.862885554951128064e+00
