0.0000000000000000e+000 5.1200106829248367e-032
1.0040160642570282e+000 5.1200106829248367e-032
2.0080321285140563e+000 5.1200106829248367e-032
3.0120481927710845e+000 7.5645017054994525e-024
4.0160642570281126e+000 2.9822672100610514e-018
5.0200803212851408e+000 1.7922250895959536e-014
6.0240963855421690e+000 1.0137384335028560e-011
7.0281124497991971e+000 1.1490725847786261e-009
8.0321285140562253e+000 3.9342501152856638e-008
9.0361445783132535e+000 5.5305753781269303e-007
1.0040160642570282e+001 3.7403902077612441e-006
1.1044176706827310e+001 1.2897429614193658e-005
1.2048192771084338e+001 3.0895363920769979e-005
1.3052208835341366e+001 6.0698551265264855e-005
1.4056224899598394e+001 1.0559730242102996e-004
1.5060240963855422e+001 1.6633863783943457e-004
1.6064257028112451e+001 2.4154384920866087e-004
1.7068273092369481e+001 3.2962920018881855e-004
1.8072289156626507e+001 4.3184655046662725e-004
1.9076305220883533e+001 5.4990036876231070e-004
2.0080321285140563e+001 6.8198510098779188e-004
2.1084337349397593e+001 8.2460525802629853e-004
2.2088353413654620e+001 9.7335740615144819e-004
2.3092369477911646e+001 1.1250105623795529e-003
2.4096385542168676e+001 1.2806701343921522e-003
2.5100401606425706e+001 1.4429694549289583e-003
2.6104417670682732e+001 1.6116703014761194e-003
2.7108433734939759e+001 1.7840501560634444e-003
2.8112449799196789e+001 1.9568528616900746e-003
2.9116465863453818e+001 2.1271670149459049e-003
3.0120481927710845e+001 2.2915960230155945e-003
3.1124497991967871e+001 2.4505154880210514e-003
3.2128514056224901e+001 2.6075429051279492e-003
3.3132530120481931e+001 2.7658995387897611e-003
3.4136546184738961e+001 2.9267799812371011e-003
3.5140562248995984e+001 3.0889003040081662e-003
3.6144578313253014e+001 3.2512960045191072e-003
3.7148594377510044e+001 3.4134038326590205e-003
3.8152610441767067e+001 3.5729897218975174e-003
3.9156626506024097e+001 3.7250494422457576e-003
4.0160642570281126e+001 3.8675802656983459e-003
4.1164658634538156e+001 4.0028228978121116e-003
4.2168674698795186e+001 4.1341062056068053e-003
4.3172690763052209e+001 4.2642091268598383e-003
4.4176706827309239e+001 4.3944239374154670e-003
4.5180722891566269e+001 4.5241280958360575e-003
4.6184738955823292e+001 4.6509198731534878e-003
4.7188755020080322e+001 4.7762651461049988e-003
4.8192771084337352e+001 4.9164225870376305e-003
4.9196787148594382e+001 5.1329685873409778e-003
5.0200803212851412e+001 5.6400650944181310e-003
5.1204819277108435e+001 9.7552311792630138e-003
5.2208835341365464e+001 4.4794862978731025e-002
5.3212851405622494e+001 4.9675958001854266e-002
5.4216867469879517e+001 4.9255182507298316e-002
5.5220883534136547e+001 4.8838458468585443e-002
5.6224899598393577e+001 4.8428283187073290e-002
